docid,target,generated,score
27116227,"Baseline serum VD possibly influences the effect of VD repletion on inflammatory markers .
Risk of bias was present in most studies , thus supporting the need for higher quality studies in this area to more conclusively underst and the role VD supplementation has on inflammatory pathways","The results of this study suggest that a high-serum 25-hydroxyvindal concentration is associated with an increased risk of developing Type 2 diabetes. In contrast, the levels of 25-Hystericalvitamin D are significantly lower in men and women than those who have low levels. A1C values are slightly lower in the vitaminD group after one year; however, there are no significant differences between the two groups regarding blood pressure, fasting glucose, or insulin sension. This suggests that higher levels of-25-OHD may lead to greater risk of development of Type 2 disease.",0.1617243514772821
30338526,"We found no evidence to support short-term or prolonged feeding with a hydrolysed formula compared with exclusive breast feeding for prevention of allergic disease .
Very low- quality evidence indicates that short-term use of an EHF compared with a CMF may prevent infant CMA .
Further trials are recommended before implementation of this practice .We found no evidence to support prolonged feeding with a hydrolysed formula compared with a CMF for prevention of allergic disease in infants unable to be exclusively breast fed","In this study, we examine the effect of an infant formula containing whey milk on the risk of developing allergic disease in newborn infants. We compare the effects of two different feeding regimens: one that is exclusively breastfed during the first three days of life; and another that is only partially or entirely hydrolysed with cow's milk. The results suggest that the use of early-exposure to cow'milk does not lead to increased risk of asthma in the first two years of life. Atopic disease is found in 13% of preterm infant girls who are given either a protein-free placebo or a mixture of both. This suggests that brief early exposure may not increase the risks of asymptomatic disease in children at birth. Parents write a daily diary recording their onset and length of crying after each intervention. There is a significant decrease in crying hours before and after all intervention groups. All intervention groups have a significantly lower rate of reduction in the severity of colic when compared to other treatment groups.",0.7049093762730485
12962544,"Conclusions Examining individual studies it appears that DFZ improves strength and functional outcomes compared to placebo , but it remains unclear if it has a benefit over prednisone on similar outcomes .
Two trials found that DFZ causes less weight gain than prednisone","In this study, we compared the efficacy of two different steroid regimens for Duchenne Muscular Dystrophy. The first regimen consisted of deflazarcort, a potent anti-inflammatory that reduces side effects; the second included prednistone, which was more effective in improving muscle strength. Both regimens had significant improvements in their performance. After 9 months, however, there were only minor side effects: weight gain, cushingid appearance, and excessive body weight. More research is needed to determine the mechanism responsible for these improvement and to determine further consequences of long term stering administration in Dmd. Predicted side effects are mild but not significant.",0.8902561758107654
28410504,"After a long-term resistance training , healthy older adults showed enhanced muscle oxygen extraction capacity , regulation of vessels and vascular endothelium function ; endurance training is reported to improve microvascular blood flow and matching of oxygen delivery to oxygen utilization , muscle oxidative capacity and muscle saturation , and walking sessions results in better muscle oxygen availability and muscle oxygen extraction capacity in older adults with peripheral arterial disease .
This review supports the fact that depending on the clinical status of the participants and the modality , exercise training improves different aspects of the muscle oxygenation in older adults","In older humans, agonists seem to suggest endotolhelial dysfunction due in part less nicic oxide and prostaglic and in PG-mediating vasodentriction. Young adults, however, have no apparent effect on exercise blood flow because they do not use these signals. The present study examines the effects of an acute opioid administration on heart rate and oxygenation response during a repetition-lowering test for voluntary fatigue in patients with chronic lowback pain. It is found that this intervention increases the work capacity but does not increase the oxygen cost. This suggests that physical activity can prevent age-induced endsothelially dysfunction. A systematic review of the effectiveness of exercise interventions for managing frailtiness has been performed. Eighteen studies used a ""validate d definition"" as a categorize of participants; three included exercise as one of the independent components of the intervention.",0.1945891797776708
29990473,"Overall , the current meta- analysis demonstrated that ALA administration may lead to an improvement in glucose homeostasis parameters and lipid profiles except HDL-cholesterol levels","In this study, a group of overweight women is divided into four groups: the control group receives metformin; the other two groups receive alpha lipoic-acidic acid. The results are similar to those obtained with placebo. A further study investigates the effects of combination therapy using alphalipoic acids and urotoxiccholic acid on body fat loss in patients with Type 2 diabetes. Alpha-lipoliic acid has been shown to improve weight loss in subjects with Type 2, but it does not appear to have any additive effect on disease severity.",0.9517863606043658
24370176,"premature infants are more susceptible to motor development , behavior and academic performance impairment when compared to term infants .","This study focuses on the association between learning difficulties and behavior problems among preterm children. The results suggest that early intervention can be effective in reducing these problems. Preterm children with severe growth restriction are more likely to have serious health problems at birth than those with mild growth restriction. In addition, there is an increased risk of mortality among pre-term children who have severe growth restrictions. A cohort of 1298 infants from 24 to 32 weeks' gestation were included in this study. They were divided into three groups: preterm babies born before term; mid-preterm baby babies born after term; and late-preterminal infants born after full term. These subjects had no significant differences in their outcome over time. For example, they had no motor function or language delays. Children with periventive hemorrhagic infa propiolization showed little improvement in their motor functions. Brain lesions were not associated with functional motor outcome nor intelligence. However, treatment for periventricular bleeding was better than previous methods.",0.9913228572114461
26061331,"However , in patients with IBD flares and inadequate responses to or side effects with oral preparations , intravenous iron supplementation is the therapy of choice .
Neither oral nor intravenous therapy seems to exacerbate the clinical course of IBD , and intravenous iron therapy can be administered even in active disease stages and concomitantly with biologics .
Based on the data presented , oral iron therapy should be preferred for patients with quiescent disease stages and trivial iron deficiency  anemia unless such patients are intolerant or have an inadequate response , whereas intravenous iron supplementation may be of advantage in patients with aggravated anemia or flares of IBD because inflammation hampers intestinal absorption of iron","In this study, the authors describe the use of ferric-carboxymaltoses as a treatment for patients with chronic disease. They conclude that it is safe and efficacious in treating anemia caused by inflammation. The results are similar to those seen in other types of anemics. This study also reports on the safety of iron dextra in patients with severe heart failure. It was found that both regimens were effective in improving quality of life.",0.7529426208957198
29306984,"Conclusions A multicomponent exercise program of high-speed training combined with simulated functional tasks is promising to enhance functional outcomes .
Due to substantial clinical heterogeneity of the target groups and specific dem and s of exercise modes , it is unclear which exercise program is optimal","In this study, the effects of strength training on bone mineral densitometry, body composition, and muscle strength in older adults are compared. The results indicate that power training may be more effective than strong training in preventing falls and fractures in older women. A multi-modal exercise program is proposed to reduce fall risk among older people with low bone mineral density. It is shown that resistance training can improve bone mineral Densitometer results as well as quality of life. This paper also discusses the use of a six-month trial of ""Tai Chi"" to prevent falls in older men with osteoporiosis. These studies provide evidence for the effectiveness of physical exercise against falls in elderly patients.",0.9057230768563247
15789890,"No difference was found in the strength of correlation between validation against the most similar construct versus validation against the least similar construct .
It is concluded that the Arthritis Impact Measurement Scale ( AIMS ) is the most suitable instrument for the assessment of disabilities in personal care","In this study, we examine the relative efficacy of four pain measures compared with three quality-of- life measures proposed by ACR andOMeractStudy1: Physician and patient-global measures were the leastresponsive instruments; however, physicians and patient local measures were most responsive. The results are strikingly in favor of encourageing patients to assess themselves degree of change directly themselves. Five health status instruments were administered in order to 50arthritis patients prior and after total knee arthrosis. Relive efficiency and sensitive in measure of change in painful, mobility, and physical function, social role, and social activity, and world health were assessed. These improvements closely parallel improvements seen by traditional clinical measurements. This report concludes that effect sizes will be useful for interpreting changes in health condition.",0.9959242080983435
21154394,"Two trials examined olanzapine and found no difference in the primary outcome ( response to treatment ) and most other efficacy-related outcomes but it was associated with more weight gain than monotherapy with antidepressants .
There were also some beneficial effects of quetiapine in terms of anxiety or depressive symptoms .","In this first study, we describe the results of an irrational treatment of patients who do not yet respond to conventional antipsychotic treatments. We conclude that quetapine may be more effective than other agents in treating obsesive-compulsive disorder because it improves symptoms and is generally well toleranced. The authors present two studies: one on using quetiopine as an augmenting agent for OCD; and another on adding quetitia pine to escorts for patients who are not responding to SRI therapy. These studies provide mixed results but suggest that quetitiapin can be used as an additional form of treatment.",0.8838265767243444
31745834,"As such , evidence was insufficient to recommend rhythm or rate control as the first-line therapy for AF in older adults .","In this study, we report the first controlled trial evidence of anti-coagulation in elderly patients who have atrial fibrilation. The results suggest that warfarin is not superior to aspirin for protection against decline of mental function. We conclude that there is no significant difference between mean scores on the mini-mental state examination in people assigned either warfari or aspirine at 9 or 21, but a minor difference occurs after impulation.",0.004221829623354908
31766052,"For example , mammography screening does not seem to create anxiety in women who are given a clear result after a mammogram .
The incidence of breast cancer and mortality increases with age , and the GDG extrapolated that the absolute health benefits are greater in women aged 45 to 49 than those aged 40 to 44 years .
However , for the 45- to 49-year age group , the higher breast cancer incidence and mortality compared with women between the ages of 40 and 44 , as well as observational evidence showing a greater benefit in this age group ( 33 ) , led the GDG to judge that the balance of health effects probably favors screening , although the required re sources for screening likely differ across setting s ( 34 , 35 ) .
Other EtD criteria also were generally in favor of implementing organized mammography screening in this age group .","In this paper, the authors describe a double-reading method for interpreting breast mammography. They compare two-dimensional and three-dimensional examinations in four reading modes: Arm A -- 2D ;Arm B -- 2d + CAD -- Arm C -- 2nd + 3D -- synthesis based on DBT. The results are similar to those of other studies that have used double-reader methods. Women underwent both types of examinations during the first year 12621 women consented to undergo either type of examination. Prearbitration False positive scores were 10,3 %, 1,286 twelve,501, and 8 % for 2D or 2) 3D, respectively. Recall rate was 2.9 p.m.. /365/12,611, while Cancer detection was 7.30 pg. n. per 1,000 examination's. Per 1000 examinations, respectively, an increase in tumor detection was observed. No significant change was seen in size, grade, or nodes status fromcancers detected alone using DBT."" Furthermore, there was no significant difference between interval cancers after DBT and Mammography except for histological subtypes. This paper concludes that it is necessary to analyze mortality from breast malignancies.",0.9971034823101756
20655610,"RESULTS overall , lifestyle interventions were successful in reducing the incidence of T2D .
the available evidence shows that a robust behavioral change strategy is an essential part of an effective lifestyle modification program , as the absence of intensive individualized advice or "" information only "" more closely resembles the control group interventions used in these RCTs","The Diabetes Prevention program is a lifestyle intervention that reduces the risk of developing Type 2 diabetes by half in adult patients with preptibetes. In this study, we examine the effects of an intense lifestyle intervention on body weight, blood pressure, and total cholesterol after nine months. A significant reduction in both levels of Hba1c and weight was observed for subjects with impaired-glucose tolerance who were assigned to either control or intervention groups. After three years, they lost almost all their weight but had improved their glucose tolerance significantly. They also showed greater changes in blood pressure and serum lipid concentrations than did the other two groups. This paper concludes that ""lifestyle intervention aim at achieving Ideal body weight"" can be performed in outpatient care.",0.9891859232872579
28178949,"SSRIs significantly increase the risk of both serious and non-serious adverse events .
The potential small beneficial effects seem to be outweighed by harmful effects .","In this first study, the safety and tolerable effects of quetiamine fumarate in patients with Major Depressive disorder are compared. The results suggest that it might have antidepressedant potential. Two other studies relate to the use of paronoxetine, a serotonine reupTake inhibitor, and pramipxole, an over-the-counter drug for depression. These studies confirm previous reports on the efficaciousness of these two drugs. A double blinded trial is designed to assess the efficiacy and safety as well as tolerability among major depressive disorders. Duloxeletine doses range from 80 to 120mg/day; paroixetine 20mg per day; or paroXetine 10mg daily. Both treatment groups show significant improvement in their performance on Hamilton Depression Rating scale after 8 weeks. They also demonstrate significant improvements in quality of life during the initial phase of treatment. This study concludes that both regimens may be effective in treating severe depression.",0.800422476889101
27027426,"CONCLUSION Our meta- analysis highlights that hypovitaminosis D is associated with orthostatic hypotension , independent of potential confounders .","In this study, we examine the association between high-dose i.e. 25-hydroxyvindicamin D and risk of developing type 2 diabetes in a prospective cohort of subjects aged 28 or 75 years. We find that low-dose 1,25-Dihydroxyvitamini D is associated with 13% higher risk of developing hypertension after adjusting for potential confounding factors.",0.2768373611570859
24082796,"Results suggest there is moderate-to-high-level evidence that combined pharmacological and behavioral interventions , and pharmacological interventions alone can be effective in managing the core ADHD symptoms and academic performance at 14 months .
However , the effect size may decrease beyond this period .
This review has highlighted the paucity and limitations of the evidence investigating the long-term outcomes of recommended interventions for managing ADHD symptoms .
There is little evidence to suggest that the effects observed over the relatively short term are maintained throughout longer periods of impairment .","In this paper, the authors present a chart review of all children who have been treated for attention deficit hyperactivité disorder in Hong Kong over five years. The results suggest that a combination of short-term medication and behavior therapy is more effective than either treatment alone or with a combined approach. Children with both types of disorder are better able to control their symptoms after two years of follow-up. This study supports the added benefit of a mixed-treatment approach on top of medicine. For Chinese children with ADHD, ""the combination of methylphini date plus intensivist psychosocial treatment"" was more effective at improving their symptoms than any other treatment. However, there were no significant changes in the severity of their symptoms between the initial treatment group and the second treatment group. A double blinded placebo-controlled trials of hypnotism showed improved performance across all treatments but did not improve social functioning. Furthermore, although some patients had received intoxicating treatment during the first trial, these subjects continued to receive inpatient treatment until they reached age 18 months.",0.527175690419335
27153869,"Summary Sedentary behaviour is associated with lower cognitive performance , although the attributable risk of sedentary time to all-cause dementia incidence is unclear .
Our systematic review provides evidence that limiting sedentary time and concomitantly engaging in regular moderate-to-vigorous physical activity may best promote healthy cognitive ageing","Mild Cognitive Impairment is a good-recognized risk factor for dementia. In this paper, we examine the effect of resistance training on hippocramal volume in women with probable mild cognitive impairment. Athletic training significantly improves hippocmpal volume and is associated with improved verbal memory performance. This study furthermore investigates the association between lifestyle factors and disease risk among older adults with mild to moderate MCI. The results suggest that exercise may be an effective strategy for reducing the risk of both disease and decline. A previous commentary discusses the importance of physical activity as a protective factor for brain health in older adults. Although there are no strong evidence for the efficaciousness of exercise in treating or preventing dementia, there is still little evidence for its use in preventing it.",0.6147411275195013
29728079,Conclusions Most studies revealed a positive association between mastication and obesity among adults .,"In this paper, we examine the relationship between body mass and health in a free-living population of 629 adults. The results indicate that people with more than 21 teeth are likely to be ""underweight"" than those with less than 20 teeth. This is surprising because many studies have found no association between eating quickly and being overweight; however, there has been little evidence from younger age groups about this relationship. Students who eat quickly at their first two years of university are more likely not to become overweight. A study in western Sweden investigates the association between total and central obesity, as well as the influence of social-economic factors, lifestyle, and dental anxiety. It was found that patients with greater than 10 teeth had an increased risk of being overly obese. Another study in southern Brazil examined whether pooreroral status were associated with excessive body fat. This study used a cross sectional sample of older South American adults. Elders with severe tooth loss or edentilism were particularly likely to suffer from excessive weight. Chewing gum did not lead to weight loss in this population.",0.8753890198684795
24876777,"Findings related to effectiveness ( treatment discontinuation , quality of life , and neurocognitive improvements ) were generally consistent with those observed in non-Chinese population s. No new safety signals specific for Chinese population s were raised for olanzapine .
Chinese and non-Chinese population s with schizophrenia or bipolar disorder treated with olanzapine display broadly similar responses .","In this study, we examine the long- term neurocognitative effectiveness of a novel antipsychotic, olazapine, in patients with initial symptoms of early schizophrenia. The results suggest that halopridol and olapine have not shown substantial neurocible effectiveness; however, they are associated with improved health-related quality of life. This study is an attempt to determine the relationship between changes in self reported quality oflife and changes in severity of symptoms among Chinese patients who switch from a conventional antipsyotic treatment to opanzapinis. It was found that these patients showed significant improvements in their symptoms but did not show any change in functional outcome.",0.9918747287476445
17943911,"Differences were potentially attributable to differences in infant risk , prebiotic formulation or measurement of eczema .
There is insufficient evidence to determine the role of prebiotic supplementation of infant formula for prevention of allergic disease and food hypersensitivity .
Further trials are needed to determine whether this finding persists over a longer period of time , applies to other manifestations of allergic disease , is associated with reductions in allergen sensitisation , and is reproducible","Lactobacilus GG, a human strain that has been shown to promote local antigen specific immune responses, is used as a treatment for infants with severe athma. In the first two years of life, infants receive probiotics from mothers who avoid cow's milk and are given either a breast-fed formula or an extensively hydrogenlyzed dairy formula. The results show that probiotic consumption improves symptoms in infants without colic. A double blinded, placebo-control trial was performed on 53 children aged 6-18 months with mild or severe disease. Children received probiotic Lbretum VRI-303 PCC; they had a reduction in severity but not in frequency of acute abitment. Probiotic supplementation also improved the severity of asthma during the first eight weeks of life. This study further investigates the effect of feeding infants prebiotics such as galacto/fructooligoscharides or victorious Bb12 on the intestinal health of infants. Infants fed this mixture were more likely to develop atopic fever than those fed a placebo group. These studies suggest that proicrobials may be beneficial in improving gut health in young children.",0.9442502043145874
21920661,"Meta- analysis of RCTs showed that only cyclosporine A provided a simultaneous great effect size of SMD on ICSI , pain , and frequency .
Amitriptyline at different dosages showed a great effect size of SMD on pain and urgency or on ICSI and frequency .
The results from the n RCTs showed that the most frequently adopted treatment is oral pentosan polysulfate and that the use of botulinum A toxin intradetrusorial injections in PBS/IC is increasing .
Limited evidence exists for the few treatments for PBS/IC .
The lack of definitive conclusions is due to the great heterogeneity in methodology , symptoms assessment , duration of treatment , and follow-up in both RCTs and n RCTs","In this paper, the authors present a novel approach to treating patients with ""interstitial cystis"" using a new drug called Cystoprotek. This new agent is more effective in treating patients who have been unsuccessfully treated before. The first study uses pentosansan polysulphate-soon as an adjuvant to treat interstitial and chronic bladder pain. A second study uses intravesical Botulinum Toxin A as an antinociciceptive agent for interspertial and painful bladder symptoms. These studies are followed by two further studies: 1) a double blinded placebo controlled trial of amitratyline; and 2) a long term open label study of pentosolus sodium as a means of relieving hypersensitive disorders of the upper urinary tract.",0.8194811250887332
31405892,"In subgroup analyses , all cause mortality was significantly lower in trials with vitamin D3 supplementation than in trials with vitamin D2 supplementation ( P for interaction=0.04 ) ; neither vitamin D3 nor vitamin D2 was associated with a statistically significant reduction in all cause mortality .
CONCLUSIONS Vitamin D supplementation alone was not associated with  all cause mortality in adults compared with placebo or no treatment .
Vitamin D supplementation reduced the risk of cancer death by 16 % .
Additional large clinical studies are needed to determine whether vitamin D3 supplementation is associated with lower all cause mortality .","The effect of a daily dose of 1 h-d-3 on the bone mass of patients with Parkinson's disease is reported. In this study, elderly patients with severe disease were divided into two groups: one group received 1,25-Hydramin D or placebo; the other group received only placebo. Serum 25-hydroxyvinD levels were reduced in both groups. Parathormone was abnormally elevated in 15 patients, and correlated positively with serum-25-hydroxyvitmin D. Eight patients suffered fractures in either group. Conclusions By increasing serum1-25-OH2-D concentrations, treatment with 1.75mg/day could reduce the riskof hip and other Nonvertebrol fractures among elderly patients With Parkinson'S disease, by slowing loss of bone Mineral Densities. This paper concludes that highdose vitamin D can reduce the rate of hip and nonvertebraal fractures as well as improve quality of life for older patients with moderate heart failure.",0.8911595215634257
29626044,"In IDNA adults  , iron supplementation is associated with reduced subjective measures of fatigue but not with objective improvements in physical capacity .","Iron depletion without anemia improves endurance and muscle oxidative performance in animals, but the consequences of lack of iron status remain unclear. In this study, forty-two untrained females were assigned either 50mg FeSO or a doubleblind placebo twice daily to receive six weeks of iron treatment. The results showed that iron depleted women had improved their iron status and maximum oxygen uptake after four wk's of concurrent aerobic exercise. Women with poor iron status were not better able to adapt to physical activity than those with adequate iron status. This suggests that iron deficiencies may impair athletic adaptation among previously trained women.",0.9932277653534206
24367612,"AND RELEVANCE In a broad review of published literature , risk factors for SSI were characterized as describing reduced fitness , patient frailty , surgery duration , and complexity .","In this paper, the authors present a case control study in which they identify risk factors of hospitalized surgical site infection in children. They conclude that age 1 month and longer surgery are independently associated with such complications. A prospective open cohort study was conducted in 838 adult patients who had undergone coronary or valve surgery between January 1991 and December 2002 to define the risks for development of these infections. After follow-up, 22 patients had developed either mediastinate or endo Cardiotis. The results suggest that older people may be at greater risk of developing a surgical wound infection than younger people. This study can be useful in designing and implementing preventive measures against a high-risk group of patients. These studies will help reduce the number of patients who develop a deep or superficial wound infection during their post-surveillance period.",0.6421987916432365
26629535,"Our results suggest a high rate of lifetime concurrent anxiety disorders in bipolar disorder .
The diagnostic issues at the interface are particularly difficult because of the substantial symptom overlap .","The authors present a novel treatment for patients with major depression. They report that the use of double blinded luursdone to treat bipolar I leads to significant reductions in depressive severity and improvement in quality of life. In addition, they report that there is a significant gender difference in the frequency of visits with symptoms of depression; women spend more than half of their time visiting with depressed or hypomania. A new psychological treatment, mindfulness-based cognitive therapy, called MBCT, has been shown to be effective in treating bipolar disorder.",0.9767828202450957
25644019,"There were no statistically significant differences in adverse effects , length of hospitalisation or mortality .
Conclusion Oral iron raises haemoglobin levels in elderly people with iron deficiency anaemia by 0.35 g/dL after 4–6 weeks , but it is unclear if this results in tangible health benefits","In this study, the authors describe the use of heme-iron polypeptide in patients with chronic kidney disease. They conclude that it does not have any significant effect on anemia and that iron stores may be reduced in patients who are anaemiaous. The aim is to determine whether or not Hippo is as effective for treating anemia in people with chronic dialysis. Forty patients were divided into two groups: 18 to Hippo 11mg orally three times per day; 22 to IV Iron sucrose 200mg monthly for 6months. All patients had similar results except for the reduction in serum Ferritin levels. This study was designed to assess the effectiveness of Hippo in improving haemogen concentration and iron store in patients without apparent anemia. It was found that there was no difference in blood ferritin level at six months between the two group. A further study was performed to evaluate the effects of iron sucrose in patients after hip or knee surgery. After treatment, haemologlobin increases significantly in both groups. There was little difference in the duration of the trial but no significant differences in peak oxygen consumption.",0.002730206541171831
26323052,"Findings indicated that although studies generally met st and ards in several quality areas , there is still room for improvement .
Areas for improvement include establishing representativeness , adequately describing clinical and demographic characteristics of the sample , and presenting better descriptions of important aspects of test and reference st and ard execution .
In addition , study quality has not appreciably improved since the publication of the STARD Statement in 2003 .","In this study, we examine the performance of the Posttraumatic Stress Checklist - Civilian version - as a tool for assessing patients who have experienced traumatic experiences. The results suggest that the cutoff score of 30 may not be sufficient to distinguish cases from noncases in acute trauma settings. We also examine the utility of an instrument designed to assess symptoms by asking mothers about their PTSD. Mothers complete the Self-Report PTSD Score and are then asked to report their symptoms on the following three rounds: 1) Acute traumatic experience; 2) Comorbid anxiety and depressed disorders; and 3) The utility of 'the PCL- C evidence ddiagnutilated as if it were a screen instrument for pttery'. This paper discusses the comparison of the telephone with in-person structured clinical interview for social anxiety disorder as an independent diagnosis. It finds that the telephone is more reliable than the in person because there are no significant differences in the frequency of depression or major depression among individuals without combat stress reactions. For example, veterans suffering from combat stress react during the war had a higher risk of developing petty PTSD than those without combat reaction.",0.8231201404671216
24362925,"There were no statistically significant differences in attrition rates between the interventions .
In general , adverse effects were poorly recorded , but no serious adverse effects were reported .
The evidence ( rated as low quality ) suggested that moderate- and moderate- to high-intensity resistance training improves multidimensional function , pain , tenderness , and muscle strength in women with fibromyalgia .
The evidence ( rated as low quality ) also suggested that eight weeks of aerobic exercise was superior to moderate-intensity resistance training for improving pain in women with fibromyalgia .
There was low- quality evidence that 12 weeks of low-intensity resistance training was superior to flexibility exercise training in women with fibromyalgia for improvements in pain and multidimensional function .
There was low- quality evidence that women with fibromyalgia can safely perform moderate- to high-resistance training","In this study, the effects of an eight-week program of physical activity on patients with a chronic pain disorder are investigated. The results suggest that exercise is more effective than other forms of exercise for improving symptoms and quality of living in patients with severe fibromyalsgia. A mixed-effects model was used to determine whether or not the combination of exercise and pyridiastigmine would improve pain scores. Both groups showed significant improvement in pain scores; however, the combination did not improve sleep or anxiety. Furthermore, both groups showed improvements in fatigue and health. Finally, the authors conclude that ""the benefits of yoga of awareness in fibroyalgiA are replicateble."" They further report that it may be possible to use these exercises as self-management approaches in treating fibromia because they involve meditation, deep breathing, and synchronous body movements.",0.9843077242458285
30622734,"Conclusion Exercises and PA promotion according to public health recommendations  for PA improved cardiovascular fitness , muscle strength and PA behaviour , with moderate effect sizes in people with SpA , RA and HOA/KOA .","A multicentre, controlled study of 756 people with ankyloping sponginess is performed. In the control group, patients learn more about the disease than they do in the patient education group; however, the magnitude of the clinical benefit in terms of pain, activity, and physical function are poor. This study compares the effects of two different stretching techniques to improve knee pain in patients with osteoarthritis. The results indicate that exercise can be used to reduce pain and improve physical function for patients with hip oatharthritis.",0.6999510182101053
18418399,"There is no RCT evidence demonstrating that antihypertensive drugs reduce mortality or morbidity in patients with hypertensive emergencies .
Furthermore , there is insufficient RCT evidence to determine which drug or drug class is most effective in reducing mortality and morbidity .
There were some minor differences in the degree of blood pressure lowering when one class of antihypertensive drug is compared to another .
However , the clinical significance is unknown .","In this paper, the authors describe a method for determining whether or not an acute hypertension crisis can be treated effectively with either of two dihydroxypyridine calcium-channel blockers. They conclude that both are effective in treating these patients. The first study is a double blinded multicentre study to compare the effectiveness and tolerateability of an IV infusion of one dihydrophosphodie calcium channel blocker: either nidipine orfelodipine; it was found that both drugs lowered patient's blood pressure adequately within more than 90 percent of the patients. Both drugs reduced blood pressure sufficiently in more than90 % of them and were well toleranced. The second study involves a single intrathenous 2-horse infusion from enalprilat 1mg after acute pulmonary edemation. It showed that both groups experienced declines in blood pressure but no significant time dependent differences between the two treatment groups. The third study investigates the efficaciousness of sublingual capstopril as compared to sublingual naphthine in treating severe hypertension. This study also included a comparison of the efficiacy and safety on intravenous drug infusions at a maximum dosage of 0.2/ig per kg/min vs1 jtG/kg/mini fenOLDopam. Acutely elevated bloodpressures caused by congestive chest failure were divided into three groups. Each group received either sublingual capsules of 10 milligram nifomedipine nor captoprilic 25 mg. These patients had a constant fall in blood tension during the initial period of treatment. No significant change in heart rate was observed in either group. Two studies have been conducted concerning the use of different forms of alkaline hypotensives such as nyedipine which has a mild delayed onset effect upon cerebral blood flow. Nitric oxide donors have been used since the early 1900s to treat hypertensively emergencies. Nitrinox aerosol is used as a fast acting donor because it reduces body pressure rapidly. Urapidilia is equally effective as  Nitroprus side in the treatment",0.11857304975098744
22232096,"We conclude that costs associated with diabetes prevention can be lowered without sacrificing effectiveness , using nonmedical personnel and motivating higher attendance at program sessions","In this paper, Anderson focuses on the effects of behavior therapy on weight loss and psychological well being in patients with Type 2 diabetes. Although initial weight losses are positively related to weight Loss at 30 months, they do not predict long-term or short- term weight loss. People who reach weight goals have better long- terms weight loss than those who do not. This does not support the idea that obese patients would be encouraged to make lower weight loss goals. A study is presented wherein subjects with impaired blood tolerance were enrolled in a controlled intervention designed to achieve ideal body weight. The subjects received instructions on lifestyle every three - four months while hospital visits. The cumulative 4 year incidence of type 2 was 9.3 percent in the controls group versus 3.0% in the intervention groups. Body weight decreases by 0.39kg in the control bunch and by 2.17 kg in the interven group. The reduction in risk for Type 2 is 67.04 %. However, the slope between the reduction in disease severity and the change in body weight is steeper than anticipated simply on the grounds of the reduction from body weight reduction. It is clear that lifestyle intervention can be effective in preventing Type 2 but there is still much work to be done.",0.04645633092351395
29465026,"Our systematic review in BMC Psychiatry concluded that selective serotonin reuptake inhibitors ( SSRIs ) compared with placebo significantly increase the risk of serious adverse events ( SAEs ) in patients with major depression and the potential beneficial effects of SSRIs seem to be outweighed by the harms .
In their post-hoc analysis of our data , they reported that SSRIs only increase the risk of SAEs in elderly and seems safe for non-elderly patients .","In this study, the effects of a single dose of H-perforatum on major depression are investigated. The daily dose of either regimen is found to be more effective than that of placebo in terms of Hamilton Depression Rating Scores and ClinicalGlobal Impression scores. Although sertraline does not seem to have any significant differences in efficacy between the two groups, it is noted that there may be some group differences in depressive severity or drinking behavior. A second study has been performed to evaluate whether paroxenate controlled-release can be used as an effective treatment for patients who suffer from major depressed disorder. This study was conducted in Japanese and Korea patients with major Depressive disorder. The main purpose was to evaluate how well the paroixetine control-release formulation could be used to treat these patients. It showed a significant improvement in the rate of change from baseline toward endpoint in the Hamilton Rating Score for Major Depressive Disorder. However, the primary outcome measures were changes in Hamilton's score for depression. After examining the effect of imipramin and fluvonamine on late-life mood disturbances, the authors conclude that paronoxetine is superior to other antidepressents when compared to those of buproprion sustained release and serotonine re uptake inhibitors.",0.40348365161384064
29211740,"The small number of studies included in the present study limited the ability to make inferences when comparing the three models and investigating the strengths and weaknesses of each type of intervention with respect to important outcomes .
Since the outcome of ' reciprocity of social interaction towards others ' could be a dependent variable that might be context -bound to interactions with the child 's parent , we can not conclude the interventions for pre-school children with ASD have significant effects on a generalized skill to engage in reciprocal interactions with others .
However , the outcomes of ' reciprocity of social interaction towards others ' and ' parental synchrony ' may be promising targets for interventions involving pre-school children with ASD .","In this paper, the authors present a cluster-r and mized controlled intervention for young children in the early stages of their development. They report that both groups improve significantly on certain behaviors over time. The treatment does not affect language or social functioning but instead produces small but possibly long-term improvements in social communication. A pilot study is being conducted in Saudi Arabia to determine whether access to inexpensive day care would induce mothers to search actively for employment and stay employed once they were hired. Children with high-functionaling autism are widely practiced; however, there has been little success in translating these practices into clinical trials. For example, an early childhood intervention called Early Start Denver Method was used to treat children with severe autistic spectrum disorder. It showed significant gains in intelligence, behavior, and school performance as well as improvement in parent-child relations. This evidence supports the idea that early intervention can be more effective than regular child-centered approaches because it takes place at a pre-identified age rather than at multiple specialist centers. However, studies have shown that parents who receive early intervention tend to be better educated and happier than those who receive routine care alone.",0.6913216013124934
